batch_id,sample_role,product_family,production_line,sequence_index,fill_weight_g,ph,viscosity_cp,confirmed_relevant,anomaly_type,robust_max_abs_z,isolation_score,monitoring_review_rank,selected_at_capacity_5
B41-256,reference,sauce_b,line_1,256,505.485,4.4635,2301.65,0,ordinary,1.177001,0.442753,,0
B41-257,reference,sauce_a,line_1,257,497.214,4.0167,2189.55,0,ordinary,0.749957,0.418637,,0
B41-258,reference,sauce_b,line_2,258,500.101,4.4578,2242.28,0,ordinary,0.634169,0.437495,,0
B41-259,reference,sauce_a,line_1,259,498.504,4.0320,2214.77,0,ordinary,0.701947,0.403667,,0
B41-260,reference,sauce_b,line_1,260,496.413,4.4606,2366.73,0,ordinary,1.342720,0.445635,,0
B41-261,reference,sauce_a,line_2,261,499.844,3.9801,2098.08,0,ordinary,1.743933,0.505749,,0
B41-262,reference,sauce_b,line_1,262,497.235,4.5396,2278.53,0,ordinary,0.890849,0.527743,,0
B41-263,reference,sauce_a,line_1,263,510.993,3.9944,2254.18,0,ordinary,2.389895,0.551617,,0
B41-264,reference,sauce_b,line_2,264,498.888,4.4392,2296.34,0,ordinary,0.575804,0.409516,,0
B41-265,reference,sauce_a,line_1,265,498.816,4.0309,2079.54,0,ordinary,1.956948,0.539167,,0
B41-266,reference,sauce_b,line_1,266,508.081,4.4369,2251.59,0,ordinary,1.748655,0.487170,,0
B41-267,reference,sauce_a,line_2,267,495.886,4.0259,2251.73,0,ordinary,0.936756,0.449731,,0
B41-268,reference,sauce_b,line_1,268,504.591,4.5163,2243.56,0,ordinary,0.980137,0.501950,,0
B41-269,reference,sauce_a,line_1,269,500.960,3.9932,2246.58,0,ordinary,0.823698,0.427617,,0
B41-270,reference,sauce_b,line_2,270,507.941,4.5021,2335.98,0,ordinary,1.717826,0.511894,,0
B41-271,reference,sauce_a,line_1,271,495.877,4.0064,2199.79,0,ordinary,0.938738,0.426712,,0
B41-272,reference,sauce_b,line_1,272,496.680,4.4399,2349.40,0,ordinary,1.143607,0.424746,,0
B41-273,reference,sauce_a,line_2,273,498.081,4.0090,2163.50,0,ordinary,0.992290,0.424086,,0
B41-274,reference,sauce_b,line_1,274,504.685,4.4376,2294.03,0,ordinary,1.000836,0.437952,,0
B41-275,reference,sauce_a,line_1,275,496.029,4.0284,2226.36,0,ordinary,0.905267,0.423694,,0
B41-276,reference,sauce_b,line_2,276,500.921,4.4613,2236.90,0,ordinary,0.645151,0.437732,,0
B41-277,reference,sauce_a,line_1,277,502.611,4.0180,2219.79,0,ordinary,0.745878,0.411010,,0
B41-278,reference,sauce_b,line_1,278,497.845,4.5200,2315.11,0,ordinary,0.829346,0.480707,,0
B41-279,reference,sauce_a,line_2,279,488.429,4.0082,2192.08,0,ordinary,2.578832,0.565909,,0
B41-280,reference,sauce_b,line_1,280,500.067,4.4599,2375.76,0,ordinary,1.446470,0.436538,,0
B41-281,reference,sauce_a,line_1,281,504.437,4.0739,2208.40,0,ordinary,0.946225,0.453473,,0
B41-282,reference,sauce_b,line_2,282,505.982,4.4311,2399.29,0,ordinary,1.716818,0.493173,,0
B41-283,reference,sauce_a,line_1,283,506.726,4.0151,2186.58,0,ordinary,1.450276,0.462282,,0
B41-284,reference,sauce_b,line_1,284,502.453,4.4106,2311.44,0,ordinary,0.707466,0.436104,,0
B41-285,reference,sauce_a,line_2,285,497.367,4.0514,2335.45,0,ordinary,0.983328,0.556018,,0
B41-286,reference,sauce_b,line_1,286,503.062,4.4176,2395.81,0,ordinary,1.676834,0.477346,,0
B41-287,reference,sauce_a,line_1,287,505.482,3.9941,2237.57,0,ordinary,1.176340,0.456597,,0
B41-288,reference,sauce_b,line_2,288,505.660,4.4523,2362.13,0,ordinary,1.289868,0.457364,,0
B41-289,reference,sauce_a,line_1,289,493.469,4.0046,2103.75,0,ordinary,1.678787,0.518876,,0
B41-290,reference,sauce_b,line_1,290,495.109,4.3975,2301.37,0,ordinary,1.107856,0.483120,,0
B41-291,reference,sauce_a,line_2,291,503.465,4.0282,2269.23,0,ordinary,0.732185,0.451899,,0
B41-292,reference,sauce_b,line_1,292,494.065,4.4226,2402.30,0,ordinary,1.751401,0.522123,,0
B41-293,reference,sauce_a,line_1,293,498.707,4.0144,2243.37,0,ordinary,0.757174,0.415275,,0
B41-294,reference,sauce_b,line_2,294,498.674,4.4417,2465.36,0,ordinary,2.475929,0.554479,,0
B41-295,reference,sauce_a,line_1,295,492.616,3.9845,2148.40,0,ordinary,1.656829,0.513436,,0
B41-296,reference,sauce_b,line_1,296,496.624,4.4163,2147.45,0,ordinary,1.176697,0.570380,,0
B41-297,reference,sauce_a,line_2,297,498.557,4.0436,2221.25,0,ordinary,0.665548,0.409569,,0
B41-298,reference,sauce_b,line_1,298,499.603,4.4009,2320.02,0,ordinary,0.806045,0.443548,,0
B41-299,reference,sauce_a,line_1,299,505.472,3.9581,2184.14,0,ordinary,1.174138,0.521198,,0
B41-300,reference,sauce_b,line_2,300,497.529,4.4227,2358.03,0,ordinary,1.242761,0.438872,,0
B41-301,monitoring,sauce_a,line_1,301,503.743,4.0229,2218.11,0,ordinary,0.793402,0.415859,88,0
B41-302,monitoring,sauce_b,line_1,302,516.862,4.4011,2329.97,0,ordinary,3.682284,0.626799,2,1
B41-303,monitoring,sauce_a,line_2,303,489.839,4.0497,2191.54,0,ordinary,2.268341,0.540402,17,0
B41-304,monitoring,sauce_b,line_1,304,498.233,4.4975,2307.07,0,ordinary,0.758743,0.449246,63,0
B41-305,monitoring,sauce_a,line_1,305,490.933,4.0068,2172.95,0,ordinary,2.027436,0.508734,27,0
B41-306,monitoring,sauce_b,line_2,306,504.710,4.4216,2284.82,0,ordinary,1.006341,0.445952,69,0
B41-307,monitoring,sauce_a,line_1,307,508.568,4.0412,2205.67,0,ordinary,1.855896,0.504130,29,0
B41-308,monitoring,sauce_b,line_1,308,501.458,4.4143,2305.49,0,ordinary,0.639103,0.430762,79,0
B41-309,monitoring,sauce_a,line_2,309,552.027,4.0656,2209.14,1,point,11.425825,0.594726,4,1
B41-310,monitoring,sauce_b,line_1,310,496.823,4.5035,2323.99,0,ordinary,0.851659,0.475184,46,0
B41-311,monitoring,sauce_a,line_1,311,495.936,4.0225,2106.49,0,ordinary,1.647306,0.506646,28,0
B41-312,monitoring,sauce_b,line_2,312,499.457,4.4455,2402.09,0,ordinary,1.748988,0.461731,58,0
B41-313,monitoring,sauce_a,line_1,313,504.359,4.0624,2223.22,0,ordinary,0.929049,0.439629,72,0
B41-314,monitoring,sauce_b,line_1,314,495.763,4.4285,2301.45,0,ordinary,0.963841,0.444415,70,0
B41-315,monitoring,sauce_a,line_2,315,499.277,3.9426,2296.26,0,ordinary,0.982475,0.557854,13,0
B41-316,monitoring,sauce_b,line_1,316,504.395,4.4456,2366.55,0,ordinary,1.340652,0.447154,67,0
B41-317,monitoring,sauce_a,line_1,317,489.035,3.9621,2223.85,0,ordinary,2.445387,0.598558,3,1
B41-318,monitoring,sauce_b,line_2,318,504.060,4.4605,2410.76,0,ordinary,1.848602,0.493466,34,0
B41-319,monitoring,sauce_a,line_1,319,502.556,3.9712,2175.09,0,ordinary,0.892731,0.463219,57,0
B41-320,monitoring,sauce_b,line_1,320,505.384,4.4664,2319.34,0,ordinary,1.154760,0.446383,68,0
B41-321,monitoring,sauce_a,line_2,321,500.661,4.0165,2208.10,0,ordinary,0.750585,0.404771,100,0
B41-322,monitoring,sauce_b,line_1,322,502.463,4.4250,2248.84,0,ordinary,0.531246,0.435899,75,0
B41-323,monitoring,sauce_a,line_1,323,499.331,4.0389,2231.41,0,ordinary,0.680296,0.411227,95,0
B41-324,monitoring,sauce_b,line_2,324,500.312,4.4309,2353.04,0,ordinary,1.185429,0.427597,80,0
B41-325,monitoring,sauce_a,line_1,325,504.902,4.4300,2145.04,1,contextual,1.204386,0.556179,14,0
B41-326,monitoring,sauce_b,line_1,326,501.442,4.4570,2290.41,0,ordinary,0.631658,0.413882,92,0
B41-327,monitoring,sauce_a,line_2,327,509.152,4.0205,2326.09,0,ordinary,1.984496,0.577958,9,0
B41-328,monitoring,sauce_b,line_1,328,511.453,4.4179,2292.23,0,ordinary,2.491190,0.563074,12,0
B41-329,monitoring,sauce_a,line_1,329,502.320,3.9855,2132.56,0,ordinary,1.347775,0.470791,50,0
B41-330,monitoring,sauce_b,line_2,330,498.987,4.4584,2331.04,0,ordinary,0.932660,0.418117,86,0
B41-331,monitoring,sauce_a,line_1,331,496.261,4.0463,2177.45,0,ordinary,0.854179,0.447509,66,0
B41-332,monitoring,sauce_b,line_1,332,502.741,4.4474,2204.12,0,ordinary,0.601535,0.465266,56,0
B41-333,monitoring,sauce_a,line_2,333,503.113,3.9995,2171.65,0,ordinary,0.898651,0.432064,78,0
B41-334,monitoring,sauce_b,line_1,334,506.731,4.4521,2343.69,0,ordinary,1.451377,0.468030,52,0
B41-335,monitoring,sauce_a,line_1,335,506.517,4.0054,2150.17,0,ordinary,1.404253,0.481948,43,0
B41-336,monitoring,sauce_b,line_2,336,498.321,4.4103,2396.65,0,ordinary,1.686485,0.481341,44,0
B41-337,monitoring,sauce_a,line_1,337,497.880,4.0694,2153.76,0,ordinary,1.104198,0.472460,47,0
B41-338,monitoring,sauce_b,line_1,338,502.297,4.4498,2185.11,0,ordinary,0.744002,0.489866,36,0
B41-339,monitoring,sauce_a,line_2,339,506.329,4.0516,2235.96,0,ordinary,1.362854,0.460627,59,0
B41-340,monitoring,sauce_b,line_1,340,503.075,4.4276,2288.32,0,ordinary,0.646304,0.426355,81,0
B41-341,monitoring,sauce_a,line_1,341,499.105,4.0091,2196.28,0,ordinary,0.773805,0.410719,96,0
B41-342,monitoring,sauce_b,line_2,342,496.153,4.4140,2406.40,0,ordinary,1.798508,0.512057,26,0
B41-343,monitoring,sauce_a,line_1,343,497.693,4.0863,2252.45,0,ordinary,0.538844,0.482068,42,0
B41-344,monitoring,sauce_b,line_1,344,495.881,4.4392,2339.09,0,ordinary,1.025150,0.433636,77,0
B41-345,monitoring,sauce_a,line_2,345,501.540,4.0693,2230.55,0,ordinary,0.584904,0.435220,76,0
B41-346,monitoring,sauce_b,line_1,346,501.461,4.4886,2305.07,0,ordinary,0.730816,0.438620,74,0
B41-347,monitoring,sauce_a,line_1,347,502.629,4.0528,2156.35,0,ordinary,1.074440,0.449521,62,0
B41-348,monitoring,sauce_b,line_2,348,506.234,4.4172,2263.88,0,ordinary,1.341935,0.471102,49,0
B41-349,monitoring,sauce_a,line_1,349,503.681,4.0270,2146.30,0,ordinary,1.189909,0.448074,65,0
B41-350,monitoring,sauce_b,line_1,350,499.827,4.5102,2306.51,0,ordinary,0.798595,0.467637,54,0
B41-351,monitoring,sauce_a,line_2,351,500.215,3.9832,2244.57,0,ordinary,0.855077,0.438820,73,0
B41-352,monitoring,sauce_b,line_1,352,499.066,4.4938,2488.42,1,collective,2.740876,0.582821,8,0
B41-353,monitoring,sauce_a,line_1,353,504.846,4.0035,2373.35,1,collective,1.418780,0.550680,15,0
B41-354,monitoring,sauce_b,line_2,354,492.351,4.4225,2540.41,1,collective,3.338215,0.631367,1,1
B41-355,monitoring,sauce_a,line_1,355,493.947,4.0818,2222.71,0,ordinary,1.363735,0.497390,32,0
B41-356,monitoring,sauce_b,line_1,356,498.969,4.4819,2240.06,0,ordinary,0.709792,0.453440,61,0
B41-357,monitoring,sauce_a,line_2,357,497.161,4.0204,2210.33,0,ordinary,0.738347,0.414761,91,0
B41-358,monitoring,sauce_b,line_1,358,501.968,4.5125,2237.08,0,ordinary,0.805812,0.484786,40,0
B41-359,monitoring,sauce_a,line_1,359,499.547,4.0047,2218.94,0,ordinary,0.787612,0.409538,98,0
B41-360,monitoring,sauce_b,line_2,360,504.136,4.4401,2371.15,0,ordinary,1.393503,0.448089,64,0
B41-361,monitoring,sauce_a,line_1,361,507.666,4.0094,2168.48,0,ordinary,1.657270,0.488427,38,0
B41-362,monitoring,sauce_b,line_1,362,492.085,4.4378,2243.90,0,ordinary,1.773759,0.528181,20,0
B41-363,monitoring,sauce_a,line_2,363,514.867,4.0048,2157.94,0,ordinary,3.242973,0.587535,6,0
B41-364,monitoring,sauce_b,line_1,364,491.373,4.4622,2299.26,0,ordinary,1.930545,0.525525,22,0
B41-365,monitoring,sauce_a,line_1,365,500.130,3.9978,2200.89,0,ordinary,0.809263,0.415047,90,0
B41-366,monitoring,sauce_b,line_2,366,497.470,4.4408,2330.24,0,ordinary,0.923468,0.415312,89,0
B41-367,monitoring,sauce_a,line_1,367,501.020,4.0366,2220.27,0,ordinary,0.687513,0.406020,99,0
B41-368,monitoring,sauce_b,line_1,368,505.496,4.4648,2374.35,0,ordinary,1.430270,0.466791,55,0
B41-369,monitoring,sauce_a,line_2,369,499.755,3.9994,2209.16,0,ordinary,0.804243,0.413750,93,0
B41-370,monitoring,sauce_b,line_1,370,497.947,4.4538,2324.54,0,ordinary,0.857978,0.418063,87,0
B41-371,monitoring,sauce_a,line_1,371,494.781,3.9694,2128.99,0,ordinary,1.388793,0.529116,18,0
B41-372,monitoring,sauce_b,line_2,372,508.229,4.4761,2348.99,0,ordinary,1.781246,0.497843,31,0
B41-373,monitoring,sauce_a,line_1,373,497.878,4.0239,2247.82,0,ordinary,0.727364,0.424135,84,0
B41-374,monitoring,sauce_b,line_1,374,496.831,4.4323,2329.79,0,ordinary,0.918298,0.424500,83,0
B41-375,monitoring,sauce_a,line_2,375,501.268,4.0265,2318.27,0,ordinary,0.785939,0.501908,30,0
B41-376,monitoring,sauce_b,line_1,376,499.999,4.4250,2298.38,0,ordinary,0.557413,0.424857,82,0
B41-377,monitoring,sauce_a,line_1,377,509.138,3.9481,2198.12,0,ordinary,1.981413,0.585390,7,0
B41-378,monitoring,sauce_b,line_2,378,500.625,4.4760,2398.06,0,ordinary,1.702686,0.468302,51,0
B41-379,monitoring,sauce_a,line_1,379,494.889,4.0121,2125.11,0,ordinary,1.433372,0.486971,39,0
B41-380,monitoring,sauce_b,line_1,380,501.604,4.4017,2300.98,0,ordinary,0.587285,0.443438,71,0
B41-381,monitoring,sauce_a,line_2,381,506.687,4.0012,2128.28,0,ordinary,1.441688,0.515393,25,0
B41-382,monitoring,sauce_b,line_1,382,493.344,4.4452,2345.25,0,ordinary,1.496519,0.477768,45,0
B41-383,monitoring,sauce_a,line_1,383,494.171,3.9664,2244.99,0,ordinary,1.314409,0.525614,21,0
B41-384,monitoring,sauce_b,line_2,384,508.779,4.4268,2366.42,0,ordinary,1.902359,0.519080,24,0
B41-385,monitoring,sauce_a,line_1,385,483.664,4.0233,2150.87,0,ordinary,3.628113,0.588133,5,1
B41-386,monitoring,sauce_b,line_1,386,505.951,4.4864,2179.06,0,ordinary,1.279617,0.541813,16,0
B41-387,monitoring,sauce_a,line_2,387,498.042,4.0100,2194.84,0,ordinary,0.770981,0.411670,94,0
B41-388,monitoring,sauce_b,line_1,388,499.979,4.5116,2296.94,0,ordinary,0.802988,0.471373,48,0
B41-389,monitoring,sauce_a,line_1,389,495.094,4.0064,2120.04,0,ordinary,1.491624,0.489169,37,0
B41-390,monitoring,sauce_b,line_2,390,504.320,4.5389,2401.00,0,ordinary,1.736465,0.566075,11,0
B41-391,monitoring,sauce_a,line_1,391,505.054,3.9875,2211.27,0,ordinary,1.082092,0.454165,60,0
B41-392,monitoring,sauce_b,line_1,392,506.663,4.4419,2355.22,0,ordinary,1.436403,0.467666,53,0
B41-393,monitoring,sauce_a,line_2,393,501.161,3.9939,2287.64,0,ordinary,0.821501,0.482141,41,0
B41-394,monitoring,sauce_b,line_1,394,496.330,4.5218,2369.20,0,ordinary,1.371099,0.528346,19,0
B41-395,monitoring,sauce_a,line_1,395,494.697,3.9632,2145.88,0,ordinary,1.198581,0.525339,23,0
B41-396,monitoring,sauce_b,line_2,396,497.521,4.4562,2330.74,0,ordinary,0.929213,0.422535,85,0
B41-397,monitoring,sauce_a,line_1,397,496.264,4.1061,2226.63,0,ordinary,0.853518,0.493568,33,0
B41-398,monitoring,sauce_b,line_1,398,501.426,4.4793,2187.34,0,ordinary,0.718381,0.493346,35,0
B41-399,monitoring,sauce_a,line_2,399,502.562,4.0175,2217.38,0,ordinary,0.747447,0.410272,97,0
B41-400,monitoring,sauce_b,line_1,400,493.261,4.4740,2171.94,0,ordinary,1.514797,0.570687,10,0
