week_start,dc_id,product_id,promotion,stockout,observed_sales_cases,latent_demand_cases,data_split,forecast_origin_week,forecast_horizon_weeks,last_observation_forecast_cases,seasonal_naive_forecast_cases,drift_forecast_cases,selected_model,selected_forecast_cases,selected_error_cases,selected_absolute_error_cases,lead_time_weeks,service_level,lead_time_point_demand_cases,error_quantile_cases,safety_stock_cases,order_up_to_target_cases,on_hand_cases,on_order_cases,backorders_cases,inventory_position_cases,case_pack_cases,unconstrained_order_cases,recommended_order_cases,accountable_owner,approval_state,data_seed
2025-11-03,JKT_DC,KOPI_200,0,0,82,82,holdout,2025-09-22,6,75.000,78.000,76.000,seasonal_naive,78.000,4.000,4.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-11-10,JKT_DC,KOPI_200,0,0,71,71,holdout,2025-09-22,7,75.000,69.000,76.167,seasonal_naive,69.000,2.000,2.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-11-17,JKT_DC,KOPI_200,0,0,67,67,holdout,2025-09-22,8,75.000,83.000,76.333,seasonal_naive,83.000,-16.000,16.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-11-24,JKT_DC,KOPI_200,0,0,79,79,holdout,2025-09-22,9,75.000,77.000,76.500,seasonal_naive,77.000,2.000,2.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-12-01,JKT_DC,KOPI_200,0,0,71,71,holdout,2025-09-22,10,75.000,73.000,76.667,seasonal_naive,73.000,-2.000,2.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-12-08,JKT_DC,KOPI_200,1,0,90,90,holdout,2025-09-22,11,75.000,87.000,76.833,seasonal_naive,87.000,3.000,3.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-12-15,JKT_DC,KOPI_200,0,0,79,79,holdout,2025-09-22,12,75.000,69.000,77.000,seasonal_naive,69.000,10.000,10.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2025-12-22,JKT_DC,KOPI_200,0,0,68,68,holdout,2025-09-22,13,75.000,75.000,77.167,seasonal_naive,75.000,-7.000,7.000,2,0.90,162.000,23.000,23.000,185.000,90,12,4,98.000,10,87.000,90.000,Demand Planning Manager,planner_review_required,20260828
2024-01-01,JKT_DC,TEH_20,0,0,42,42,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-01-08,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-01-15,JKT_DC,TEH_20,0,0,61,61,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-01-22,JKT_DC,TEH_20,0,0,45,45,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-01-29,JKT_DC,TEH_20,0,0,54,54,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-02-05,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-02-12,JKT_DC,TEH_20,0,0,48,48,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-02-19,JKT_DC,TEH_20,0,0,45,45,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-02-26,JKT_DC,TEH_20,0,0,47,47,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-03-04,JKT_DC,TEH_20,0,0,40,40,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-03-11,JKT_DC,TEH_20,1,0,62,62,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-03-18,JKT_DC,TEH_20,0,0,45,45,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-03-25,JKT_DC,TEH_20,0,0,52,52,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-04-01,JKT_DC,TEH_20,0,0,60,60,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-04-08,JKT_DC,TEH_20,0,0,51,51,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-04-15,JKT_DC,TEH_20,0,0,60,60,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-04-22,JKT_DC,TEH_20,0,0,59,59,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-04-29,JKT_DC,TEH_20,0,0,60,60,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-05-06,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-05-13,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-05-20,JKT_DC,TEH_20,0,0,47,47,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-05-27,JKT_DC,TEH_20,0,0,49,49,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-06-03,JKT_DC,TEH_20,0,0,49,49,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-06-10,JKT_DC,TEH_20,1,0,59,59,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-06-17,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-06-24,JKT_DC,TEH_20,0,0,41,41,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-07-01,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-07-08,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-07-15,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-07-22,JKT_DC,TEH_20,0,0,65,65,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-07-29,JKT_DC,TEH_20,0,0,59,59,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-08-05,JKT_DC,TEH_20,0,0,60,60,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-08-12,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-08-19,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-08-26,JKT_DC,TEH_20,0,0,52,52,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-09-02,JKT_DC,TEH_20,0,0,47,47,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-09-09,JKT_DC,TEH_20,1,0,70,70,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-09-16,JKT_DC,TEH_20,0,0,49,49,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-09-23,JKT_DC,TEH_20,0,0,47,47,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-09-30,JKT_DC,TEH_20,0,0,52,52,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-10-07,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-10-14,JKT_DC,TEH_20,0,0,61,61,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-10-21,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-10-28,JKT_DC,TEH_20,0,0,65,65,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-11-04,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-11-11,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-11-18,JKT_DC,TEH_20,0,0,60,60,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-11-25,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-12-02,JKT_DC,TEH_20,0,0,47,47,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-12-09,JKT_DC,TEH_20,1,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-12-16,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-12-23,JKT_DC,TEH_20,0,0,57,57,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2024-12-30,JKT_DC,TEH_20,0,0,57,57,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-01-06,JKT_DC,TEH_20,0,0,61,61,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-01-13,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-01-20,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-01-27,JKT_DC,TEH_20,0,0,71,71,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-02-03,JKT_DC,TEH_20,0,0,63,63,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-02-10,JKT_DC,TEH_20,0,0,59,59,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-02-17,JKT_DC,TEH_20,0,0,51,51,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-02-24,JKT_DC,TEH_20,0,0,51,51,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-03-03,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-03-10,JKT_DC,TEH_20,1,0,70,70,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-03-17,JKT_DC,TEH_20,0,0,54,54,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-03-24,JKT_DC,TEH_20,0,0,58,58,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-03-31,JKT_DC,TEH_20,0,0,62,62,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-04-07,JKT_DC,TEH_20,0,0,69,69,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-04-14,JKT_DC,TEH_20,0,0,70,70,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-04-21,JKT_DC,TEH_20,0,0,64,64,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-04-28,JKT_DC,TEH_20,0,0,65,65,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-05-05,JKT_DC,TEH_20,0,0,64,64,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-05-12,JKT_DC,TEH_20,0,0,65,65,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-05-19,JKT_DC,TEH_20,0,0,52,52,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-05-26,JKT_DC,TEH_20,0,0,50,50,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-06-02,JKT_DC,TEH_20,0,0,55,55,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-06-09,JKT_DC,TEH_20,1,0,73,73,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-06-16,JKT_DC,TEH_20,0,0,53,53,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-06-23,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-06-30,JKT_DC,TEH_20,0,0,56,56,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-07-07,JKT_DC,TEH_20,0,0,62,62,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-07-14,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-07-21,JKT_DC,TEH_20,0,0,71,71,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-07-28,JKT_DC,TEH_20,0,0,69,69,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-08-04,JKT_DC,TEH_20,0,0,72,72,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-08-11,JKT_DC,TEH_20,0,0,63,63,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-08-18,JKT_DC,TEH_20,0,0,67,67,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-08-25,JKT_DC,TEH_20,0,0,51,51,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-09-01,JKT_DC,TEH_20,0,0,57,57,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-09-08,JKT_DC,TEH_20,1,0,80,80,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-09-15,JKT_DC,TEH_20,0,0,62,62,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-09-22,JKT_DC,TEH_20,0,0,57,57,training,,,,,,,,,,,,,,,,,,,,,,,,,20260828
2025-09-29,JKT_DC,TEH_20,0,0,76,76,holdout,2025-09-22,1,57.000,56.000,57.167,seasonal_naive,56.000,20.000,20.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-10-06,JKT_DC,TEH_20,0,0,70,70,holdout,2025-09-22,2,57.000,62.000,57.333,seasonal_naive,62.000,8.000,8.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-10-13,JKT_DC,TEH_20,0,0,64,64,holdout,2025-09-22,3,57.000,67.000,57.500,seasonal_naive,67.000,-3.000,3.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-10-20,JKT_DC,TEH_20,0,0,76,76,holdout,2025-09-22,4,57.000,71.000,57.667,seasonal_naive,71.000,5.000,5.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-10-27,JKT_DC,TEH_20,0,0,75,75,holdout,2025-09-22,5,57.000,69.000,57.833,seasonal_naive,69.000,6.000,6.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-11-03,JKT_DC,TEH_20,0,0,73,73,holdout,2025-09-22,6,57.000,72.000,58.000,seasonal_naive,72.000,1.000,1.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-11-10,JKT_DC,TEH_20,0,0,54,54,holdout,2025-09-22,7,57.000,63.000,58.167,seasonal_naive,63.000,-9.000,9.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-11-17,JKT_DC,TEH_20,0,0,64,64,holdout,2025-09-22,8,57.000,67.000,58.333,seasonal_naive,67.000,-3.000,3.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-11-24,JKT_DC,TEH_20,0,0,62,62,holdout,2025-09-22,9,57.000,51.000,58.500,seasonal_naive,51.000,11.000,11.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-12-01,JKT_DC,TEH_20,0,0,70,70,holdout,2025-09-22,10,57.000,57.000,58.667,seasonal_naive,57.000,13.000,13.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-12-08,JKT_DC,TEH_20,1,0,68,68,holdout,2025-09-22,11,57.000,80.000,58.833,seasonal_naive,80.000,-12.000,12.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-12-15,JKT_DC,TEH_20,0,0,65,65,holdout,2025-09-22,12,57.000,62.000,59.000,seasonal_naive,62.000,3.000,3.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
2025-12-22,JKT_DC,TEH_20,0,0,58,58,holdout,2025-09-22,13,57.000,57.000,59.167,seasonal_naive,57.000,1.000,1.000,2,0.90,118.000,15.600,15.600,133.600,70,12,2,80.000,12,53.600,60.000,Demand Planning Manager,planner_review_required,20260828
