sample_size,replicate_id,sample_mean_weekly_units,population_mean_weekly_units,population_sd_weekly_units,theoretical_se_units,sampling_method
1,709,316.9,1041.901,612.589,612.589,Independent sampling with replacement
1,710,1516.7,1041.901,612.589,612.589,Independent sampling with replacement
1,711,1294.0,1041.901,612.589,612.589,Independent sampling with replacement
1,712,643.4,1041.901,612.589,612.589,Independent sampling with replacement
1,713,656.6,1041.901,612.589,612.589,Independent sampling with replacement
1,714,1864.1,1041.901,612.589,612.589,Independent sampling with replacement
1,715,1178.8,1041.901,612.589,612.589,Independent sampling with replacement
1,716,445.0,1041.901,612.589,612.589,Independent sampling with replacement
1,717,731.5,1041.901,612.589,612.589,Independent sampling with replacement
1,718,877.8,1041.901,612.589,612.589,Independent sampling with replacement
1,719,961.2,1041.901,612.589,612.589,Independent sampling with replacement
1,720,886.0,1041.901,612.589,612.589,Independent sampling with replacement
1,721,1009.9,1041.901,612.589,612.589,Independent sampling with replacement
1,722,760.6,1041.901,612.589,612.589,Independent sampling with replacement
1,723,359.0,1041.901,612.589,612.589,Independent sampling with replacement
1,724,1534.3,1041.901,612.589,612.589,Independent sampling with replacement
1,725,996.1,1041.901,612.589,612.589,Independent sampling with replacement
1,726,1154.7,1041.901,612.589,612.589,Independent sampling with replacement
1,727,767.7,1041.901,612.589,612.589,Independent sampling with replacement
1,728,545.2,1041.901,612.589,612.589,Independent sampling with replacement
1,729,1035.1,1041.901,612.589,612.589,Independent sampling with replacement
1,730,312.6,1041.901,612.589,612.589,Independent sampling with replacement
1,731,1482.1,1041.901,612.589,612.589,Independent sampling with replacement
1,732,2693.6,1041.901,612.589,612.589,Independent sampling with replacement
1,733,1431.9,1041.901,612.589,612.589,Independent sampling with replacement
1,734,1210.9,1041.901,612.589,612.589,Independent sampling with replacement
1,735,2298.0,1041.901,612.589,612.589,Independent sampling with replacement
1,736,1031.9,1041.901,612.589,612.589,Independent sampling with replacement
1,737,758.8,1041.901,612.589,612.589,Independent sampling with replacement
1,738,686.6,1041.901,612.589,612.589,Independent sampling with replacement
1,739,3016.3,1041.901,612.589,612.589,Independent sampling with replacement
1,740,539.7,1041.901,612.589,612.589,Independent sampling with replacement
1,741,1006.0,1041.901,612.589,612.589,Independent sampling with replacement
1,742,1050.7,1041.901,612.589,612.589,Independent sampling with replacement
1,743,448.8,1041.901,612.589,612.589,Independent sampling with replacement
1,744,1227.6,1041.901,612.589,612.589,Independent sampling with replacement
1,745,339.0,1041.901,612.589,612.589,Independent sampling with replacement
1,746,1337.4,1041.901,612.589,612.589,Independent sampling with replacement
1,747,447.7,1041.901,612.589,612.589,Independent sampling with replacement
1,748,1483.7,1041.901,612.589,612.589,Independent sampling with replacement
1,749,2710.6,1041.901,612.589,612.589,Independent sampling with replacement
1,750,2501.2,1041.901,612.589,612.589,Independent sampling with replacement
1,751,2352.0,1041.901,612.589,612.589,Independent sampling with replacement
1,752,663.0,1041.901,612.589,612.589,Independent sampling with replacement
1,753,978.5,1041.901,612.589,612.589,Independent sampling with replacement
1,754,2514.3,1041.901,612.589,612.589,Independent sampling with replacement
1,755,1023.7,1041.901,612.589,612.589,Independent sampling with replacement
1,756,1155.9,1041.901,612.589,612.589,Independent sampling with replacement
1,757,710.9,1041.901,612.589,612.589,Independent sampling with replacement
1,758,1477.7,1041.901,612.589,612.589,Independent sampling with replacement
1,759,1075.2,1041.901,612.589,612.589,Independent sampling with replacement
1,760,1864.1,1041.901,612.589,612.589,Independent sampling with replacement
1,761,3437.9,1041.901,612.589,612.589,Independent sampling with replacement
1,762,1999.8,1041.901,612.589,612.589,Independent sampling with replacement
1,763,1664.3,1041.901,612.589,612.589,Independent sampling with replacement
1,764,897.0,1041.901,612.589,612.589,Independent sampling with replacement
1,765,2315.8,1041.901,612.589,612.589,Independent sampling with replacement
1,766,2450.1,1041.901,612.589,612.589,Independent sampling with replacement
1,767,1182.3,1041.901,612.589,612.589,Independent sampling with replacement
1,768,637.4,1041.901,612.589,612.589,Independent sampling with replacement
1,769,528.0,1041.901,612.589,612.589,Independent sampling with replacement
1,770,789.3,1041.901,612.589,612.589,Independent sampling with replacement
1,771,331.0,1041.901,612.589,612.589,Independent sampling with replacement
1,772,1131.6,1041.901,612.589,612.589,Independent sampling with replacement
1,773,820.2,1041.901,612.589,612.589,Independent sampling with replacement
1,774,923.1,1041.901,612.589,612.589,Independent sampling with replacement
1,775,823.3,1041.901,612.589,612.589,Independent sampling with replacement
1,776,812.6,1041.901,612.589,612.589,Independent sampling with replacement
1,777,1795.3,1041.901,612.589,612.589,Independent sampling with replacement
1,778,1142.3,1041.901,612.589,612.589,Independent sampling with replacement
1,779,424.1,1041.901,612.589,612.589,Independent sampling with replacement
1,780,2025.9,1041.901,612.589,612.589,Independent sampling with replacement
1,781,786.2,1041.901,612.589,612.589,Independent sampling with replacement
1,782,550.9,1041.901,612.589,612.589,Independent sampling with replacement
1,783,2779.7,1041.901,612.589,612.589,Independent sampling with replacement
1,784,377.0,1041.901,612.589,612.589,Independent sampling with replacement
1,785,849.3,1041.901,612.589,612.589,Independent sampling with replacement
1,786,1117.8,1041.901,612.589,612.589,Independent sampling with replacement
1,787,1106.8,1041.901,612.589,612.589,Independent sampling with replacement
1,788,1195.8,1041.901,612.589,612.589,Independent sampling with replacement
1,789,620.8,1041.901,612.589,612.589,Independent sampling with replacement
1,790,1220.2,1041.901,612.589,612.589,Independent sampling with replacement
1,791,504.0,1041.901,612.589,612.589,Independent sampling with replacement
1,792,1003.2,1041.901,612.589,612.589,Independent sampling with replacement
1,793,2097.0,1041.901,612.589,612.589,Independent sampling with replacement
1,794,1031.6,1041.901,612.589,612.589,Independent sampling with replacement
1,795,907.8,1041.901,612.589,612.589,Independent sampling with replacement
1,796,594.7,1041.901,612.589,612.589,Independent sampling with replacement
1,797,577.7,1041.901,612.589,612.589,Independent sampling with replacement
1,798,2134.1,1041.901,612.589,612.589,Independent sampling with replacement
1,799,926.9,1041.901,612.589,612.589,Independent sampling with replacement
1,800,2012.9,1041.901,612.589,612.589,Independent sampling with replacement
1,801,392.0,1041.901,612.589,612.589,Independent sampling with replacement
1,802,447.5,1041.901,612.589,612.589,Independent sampling with replacement
1,803,1132.3,1041.901,612.589,612.589,Independent sampling with replacement
1,804,697.2,1041.901,612.589,612.589,Independent sampling with replacement
1,805,1004.5,1041.901,612.589,612.589,Independent sampling with replacement
1,806,1220.7,1041.901,612.589,612.589,Independent sampling with replacement
1,807,721.1,1041.901,612.589,612.589,Independent sampling with replacement
1,808,400.8,1041.901,612.589,612.589,Independent sampling with replacement
1,809,777.0,1041.901,612.589,612.589,Independent sampling with replacement
1,810,1776.5,1041.901,612.589,612.589,Independent sampling with replacement
1,811,1184.1,1041.901,612.589,612.589,Independent sampling with replacement
1,812,439.9,1041.901,612.589,612.589,Independent sampling with replacement
1,813,736.7,1041.901,612.589,612.589,Independent sampling with replacement
1,814,1024.9,1041.901,612.589,612.589,Independent sampling with replacement
1,815,524.6,1041.901,612.589,612.589,Independent sampling with replacement
1,816,896.2,1041.901,612.589,612.589,Independent sampling with replacement
1,817,993.3,1041.901,612.589,612.589,Independent sampling with replacement
1,818,1341.5,1041.901,612.589,612.589,Independent sampling with replacement
1,819,631.2,1041.901,612.589,612.589,Independent sampling with replacement
1,820,622.1,1041.901,612.589,612.589,Independent sampling with replacement
1,821,715.7,1041.901,612.589,612.589,Independent sampling with replacement
1,822,2550.9,1041.901,612.589,612.589,Independent sampling with replacement
1,823,897.5,1041.901,612.589,612.589,Independent sampling with replacement
1,824,666.2,1041.901,612.589,612.589,Independent sampling with replacement
1,825,462.5,1041.901,612.589,612.589,Independent sampling with replacement
1,826,882.0,1041.901,612.589,612.589,Independent sampling with replacement
1,827,1744.9,1041.901,612.589,612.589,Independent sampling with replacement
1,828,993.3,1041.901,612.589,612.589,Independent sampling with replacement
1,829,1750.0,1041.901,612.589,612.589,Independent sampling with replacement
1,830,877.3,1041.901,612.589,612.589,Independent sampling with replacement
1,831,592.1,1041.901,612.589,612.589,Independent sampling with replacement
1,832,755.8,1041.901,612.589,612.589,Independent sampling with replacement
1,833,825.6,1041.901,612.589,612.589,Independent sampling with replacement
1,834,1363.4,1041.901,612.589,612.589,Independent sampling with replacement
1,835,443.2,1041.901,612.589,612.589,Independent sampling with replacement
1,836,1246.5,1041.901,612.589,612.589,Independent sampling with replacement
1,837,731.5,1041.901,612.589,612.589,Independent sampling with replacement
1,838,1089.7,1041.901,612.589,612.589,Independent sampling with replacement
1,839,762.4,1041.901,612.589,612.589,Independent sampling with replacement
1,840,931.7,1041.901,612.589,612.589,Independent sampling with replacement
1,841,649.9,1041.901,612.589,612.589,Independent sampling with replacement
1,842,783.6,1041.901,612.589,612.589,Independent sampling with replacement
1,843,536.2,1041.901,612.589,612.589,Independent sampling with replacement
1,844,836.8,1041.901,612.589,612.589,Independent sampling with replacement
1,845,707.6,1041.901,612.589,612.589,Independent sampling with replacement
1,846,1079.9,1041.901,612.589,612.589,Independent sampling with replacement
1,847,1292.4,1041.901,612.589,612.589,Independent sampling with replacement
1,848,581.1,1041.901,612.589,612.589,Independent sampling with replacement
1,849,1086.1,1041.901,612.589,612.589,Independent sampling with replacement
1,850,823.9,1041.901,612.589,612.589,Independent sampling with replacement
1,851,1576.2,1041.901,612.589,612.589,Independent sampling with replacement
1,852,860.8,1041.901,612.589,612.589,Independent sampling with replacement
1,853,1019.3,1041.901,612.589,612.589,Independent sampling with replacement
1,854,1609.7,1041.901,612.589,612.589,Independent sampling with replacement
1,855,785.0,1041.901,612.589,612.589,Independent sampling with replacement
1,856,337.1,1041.901,612.589,612.589,Independent sampling with replacement
1,857,1120.9,1041.901,612.589,612.589,Independent sampling with replacement
1,858,1597.5,1041.901,612.589,612.589,Independent sampling with replacement
1,859,1106.8,1041.901,612.589,612.589,Independent sampling with replacement
1,860,871.2,1041.901,612.589,612.589,Independent sampling with replacement
1,861,734.6,1041.901,612.589,612.589,Independent sampling with replacement
1,862,573.9,1041.901,612.589,612.589,Independent sampling with replacement
1,863,1288.3,1041.901,612.589,612.589,Independent sampling with replacement
1,864,1188.0,1041.901,612.589,612.589,Independent sampling with replacement
1,865,1399.4,1041.901,612.589,612.589,Independent sampling with replacement
1,866,348.0,1041.901,612.589,612.589,Independent sampling with replacement
1,867,424.7,1041.901,612.589,612.589,Independent sampling with replacement
1,868,675.6,1041.901,612.589,612.589,Independent sampling with replacement
1,869,396.3,1041.901,612.589,612.589,Independent sampling with replacement
1,870,551.6,1041.901,612.589,612.589,Independent sampling with replacement
1,871,511.8,1041.901,612.589,612.589,Independent sampling with replacement
1,872,846.7,1041.901,612.589,612.589,Independent sampling with replacement
1,873,855.2,1041.901,612.589,612.589,Independent sampling with replacement
1,874,1672.1,1041.901,612.589,612.589,Independent sampling with replacement
1,875,1066.1,1041.901,612.589,612.589,Independent sampling with replacement
1,876,821.5,1041.901,612.589,612.589,Independent sampling with replacement
1,877,321.1,1041.901,612.589,612.589,Independent sampling with replacement
1,878,296.6,1041.901,612.589,612.589,Independent sampling with replacement
1,879,972.5,1041.901,612.589,612.589,Independent sampling with replacement
1,880,1248.7,1041.901,612.589,612.589,Independent sampling with replacement
1,881,873.0,1041.901,612.589,612.589,Independent sampling with replacement
1,882,2456.6,1041.901,612.589,612.589,Independent sampling with replacement
1,883,807.9,1041.901,612.589,612.589,Independent sampling with replacement
1,884,783.3,1041.901,612.589,612.589,Independent sampling with replacement
1,885,1734.6,1041.901,612.589,612.589,Independent sampling with replacement
1,886,550.2,1041.901,612.589,612.589,Independent sampling with replacement
1,887,3722.7,1041.901,612.589,612.589,Independent sampling with replacement
1,888,984.2,1041.901,612.589,612.589,Independent sampling with replacement
1,889,671.6,1041.901,612.589,612.589,Independent sampling with replacement
1,890,856.4,1041.901,612.589,612.589,Independent sampling with replacement
1,891,439.5,1041.901,612.589,612.589,Independent sampling with replacement
1,892,498.4,1041.901,612.589,612.589,Independent sampling with replacement
1,893,626.6,1041.901,612.589,612.589,Independent sampling with replacement
1,894,833.8,1041.901,612.589,612.589,Independent sampling with replacement
1,895,1643.9,1041.901,612.589,612.589,Independent sampling with replacement
1,896,468.5,1041.901,612.589,612.589,Independent sampling with replacement
1,897,1303.7,1041.901,612.589,612.589,Independent sampling with replacement
1,898,739.4,1041.901,612.589,612.589,Independent sampling with replacement
1,899,783.3,1041.901,612.589,612.589,Independent sampling with replacement
1,900,1568.2,1041.901,612.589,612.589,Independent sampling with replacement
1,901,1155.1,1041.901,612.589,612.589,Independent sampling with replacement
1,902,680.4,1041.901,612.589,612.589,Independent sampling with replacement
1,903,1263.4,1041.901,612.589,612.589,Independent sampling with replacement
1,904,1158.1,1041.901,612.589,612.589,Independent sampling with replacement
1,905,585.1,1041.901,612.589,612.589,Independent sampling with replacement
1,906,1030.8,1041.901,612.589,612.589,Independent sampling with replacement
1,907,2393.6,1041.901,612.589,612.589,Independent sampling with replacement
1,908,2154.2,1041.901,612.589,612.589,Independent sampling with replacement
1,909,451.2,1041.901,612.589,612.589,Independent sampling with replacement
1,910,561.3,1041.901,612.589,612.589,Independent sampling with replacement
1,911,480.5,1041.901,612.589,612.589,Independent sampling with replacement
1,912,916.3,1041.901,612.589,612.589,Independent sampling with replacement
1,913,422.7,1041.901,612.589,612.589,Independent sampling with replacement
1,914,390.8,1041.901,612.589,612.589,Independent sampling with replacement
1,915,1643.3,1041.901,612.589,612.589,Independent sampling with replacement
1,916,1884.0,1041.901,612.589,612.589,Independent sampling with replacement
1,917,1612.2,1041.901,612.589,612.589,Independent sampling with replacement
1,918,1068.3,1041.901,612.589,612.589,Independent sampling with replacement
1,919,757.1,1041.901,612.589,612.589,Independent sampling with replacement
1,920,659.5,1041.901,612.589,612.589,Independent sampling with replacement
1,921,1284.5,1041.901,612.589,612.589,Independent sampling with replacement
1,922,438.7,1041.901,612.589,612.589,Independent sampling with replacement
1,923,375.0,1041.901,612.589,612.589,Independent sampling with replacement
1,924,857.1,1041.901,612.589,612.589,Independent sampling with replacement
1,925,570.0,1041.901,612.589,612.589,Independent sampling with replacement
1,926,543.7,1041.901,612.589,612.589,Independent sampling with replacement
1,927,1431.9,1041.901,612.589,612.589,Independent sampling with replacement
1,928,559.4,1041.901,612.589,612.589,Independent sampling with replacement
1,929,1225.3,1041.901,612.589,612.589,Independent sampling with replacement
1,930,984.4,1041.901,612.589,612.589,Independent sampling with replacement
1,931,1293.1,1041.901,612.589,612.589,Independent sampling with replacement
1,932,759.1,1041.901,612.589,612.589,Independent sampling with replacement
1,933,859.5,1041.901,612.589,612.589,Independent sampling with replacement
1,934,1405.2,1041.901,612.589,612.589,Independent sampling with replacement
1,935,852.5,1041.901,612.589,612.589,Independent sampling with replacement
1,936,818.4,1041.901,612.589,612.589,Independent sampling with replacement
1,937,1009.1,1041.901,612.589,612.589,Independent sampling with replacement
1,938,951.2,1041.901,612.589,612.589,Independent sampling with replacement
1,939,681.3,1041.901,612.589,612.589,Independent sampling with replacement
1,940,572.1,1041.901,612.589,612.589,Independent sampling with replacement
1,941,2226.7,1041.901,612.589,612.589,Independent sampling with replacement
1,942,981.5,1041.901,612.589,612.589,Independent sampling with replacement
1,943,1065.5,1041.901,612.589,612.589,Independent sampling with replacement
1,944,913.3,1041.901,612.589,612.589,Independent sampling with replacement
1,945,1311.2,1041.901,612.589,612.589,Independent sampling with replacement
1,946,604.4,1041.901,612.589,612.589,Independent sampling with replacement
1,947,677.0,1041.901,612.589,612.589,Independent sampling with replacement
1,948,2226.7,1041.901,612.589,612.589,Independent sampling with replacement
1,949,1152.3,1041.901,612.589,612.589,Independent sampling with replacement
1,950,1811.5,1041.901,612.589,612.589,Independent sampling with replacement
1,951,428.2,1041.901,612.589,612.589,Independent sampling with replacement
1,952,1576.2,1041.901,612.589,612.589,Independent sampling with replacement
1,953,1104.0,1041.901,612.589,612.589,Independent sampling with replacement
1,954,576.6,1041.901,612.589,612.589,Independent sampling with replacement
1,955,1097.1,1041.901,612.589,612.589,Independent sampling with replacement
1,956,1259.3,1041.901,612.589,612.589,Independent sampling with replacement
1,957,714.6,1041.901,612.589,612.589,Independent sampling with replacement
1,958,1223.3,1041.901,612.589,612.589,Independent sampling with replacement
1,959,1323.1,1041.901,612.589,612.589,Independent sampling with replacement
1,960,741.3,1041.901,612.589,612.589,Independent sampling with replacement
1,961,1452.4,1041.901,612.589,612.589,Independent sampling with replacement
1,962,817.3,1041.901,612.589,612.589,Independent sampling with replacement
1,963,803.7,1041.901,612.589,612.589,Independent sampling with replacement
1,964,1393.4,1041.901,612.589,612.589,Independent sampling with replacement
1,965,1389.5,1041.901,612.589,612.589,Independent sampling with replacement
1,966,1395.9,1041.901,612.589,612.589,Independent sampling with replacement
1,967,1120.7,1041.901,612.589,612.589,Independent sampling with replacement
1,968,770.6,1041.901,612.589,612.589,Independent sampling with replacement
1,969,1081.1,1041.901,612.589,612.589,Independent sampling with replacement
1,970,1943.9,1041.901,612.589,612.589,Independent sampling with replacement
1,971,323.6,1041.901,612.589,612.589,Independent sampling with replacement
1,972,916.4,1041.901,612.589,612.589,Independent sampling with replacement
1,973,470.9,1041.901,612.589,612.589,Independent sampling with replacement
1,974,1196.8,1041.901,612.589,612.589,Independent sampling with replacement
1,975,337.8,1041.901,612.589,612.589,Independent sampling with replacement
1,976,2861.4,1041.901,612.589,612.589,Independent sampling with replacement
1,977,1118.7,1041.901,612.589,612.589,Independent sampling with replacement
1,978,555.7,1041.901,612.589,612.589,Independent sampling with replacement
1,979,1355.4,1041.901,612.589,612.589,Independent sampling with replacement
1,980,1717.7,1041.901,612.589,612.589,Independent sampling with replacement
1,981,3255.0,1041.901,612.589,612.589,Independent sampling with replacement
1,982,669.6,1041.901,612.589,612.589,Independent sampling with replacement
1,983,1917.8,1041.901,612.589,612.589,Independent sampling with replacement
1,984,405.3,1041.901,612.589,612.589,Independent sampling with replacement
1,985,3437.9,1041.901,612.589,612.589,Independent sampling with replacement
1,986,533.4,1041.901,612.589,612.589,Independent sampling with replacement
1,987,887.8,1041.901,612.589,612.589,Independent sampling with replacement
1,988,5623.4,1041.901,612.589,612.589,Independent sampling with replacement
1,989,600.4,1041.901,612.589,612.589,Independent sampling with replacement
1,990,496.2,1041.901,612.589,612.589,Independent sampling with replacement
1,991,897.5,1041.901,612.589,612.589,Independent sampling with replacement
1,992,535.7,1041.901,612.589,612.589,Independent sampling with replacement
1,993,1400.2,1041.901,612.589,612.589,Independent sampling with replacement
1,994,1227.6,1041.901,612.589,612.589,Independent sampling with replacement
1,995,880.8,1041.901,612.589,612.589,Independent sampling with replacement
1,996,622.1,1041.901,612.589,612.589,Independent sampling with replacement
1,997,1314.0,1041.901,612.589,612.589,Independent sampling with replacement
1,998,561.5,1041.901,612.589,612.589,Independent sampling with replacement
1,999,2039.6,1041.901,612.589,612.589,Independent sampling with replacement
1,1000,298.5,1041.901,612.589,612.589,Independent sampling with replacement
5,1,914.3,1041.901,612.589,273.958,Independent sampling with replacement
5,2,1055.7,1041.901,612.589,273.958,Independent sampling with replacement
5,3,1156.68,1041.901,612.589,273.958,Independent sampling with replacement
5,4,1817.46,1041.901,612.589,273.958,Independent sampling with replacement
5,5,1087.62,1041.901,612.589,273.958,Independent sampling with replacement
5,6,1404.34,1041.901,612.589,273.958,Independent sampling with replacement
5,7,849.54,1041.901,612.589,273.958,Independent sampling with replacement
5,8,761.08,1041.901,612.589,273.958,Independent sampling with replacement
5,9,1126.6,1041.901,612.589,273.958,Independent sampling with replacement
5,10,1204.4,1041.901,612.589,273.958,Independent sampling with replacement
5,11,518.4,1041.901,612.589,273.958,Independent sampling with replacement
5,12,1051.66,1041.901,612.589,273.958,Independent sampling with replacement
5,13,723.02,1041.901,612.589,273.958,Independent sampling with replacement
5,14,891.8,1041.901,612.589,273.958,Independent sampling with replacement
5,15,846.68,1041.901,612.589,273.958,Independent sampling with replacement
5,16,997.44,1041.901,612.589,273.958,Independent sampling with replacement
5,17,914.78,1041.901,612.589,273.958,Independent sampling with replacement
5,18,761.44,1041.901,612.589,273.958,Independent sampling with replacement
5,19,671.52,1041.901,612.589,273.958,Independent sampling with replacement
5,20,1369.14,1041.901,612.589,273.958,Independent sampling with replacement
5,21,780.68,1041.901,612.589,273.958,Independent sampling with replacement
5,22,856.5,1041.901,612.589,273.958,Independent sampling with replacement
5,23,1041.34,1041.901,612.589,273.958,Independent sampling with replacement
5,24,680.22,1041.901,612.589,273.958,Independent sampling with replacement
5,25,1379.02,1041.901,612.589,273.958,Independent sampling with replacement
5,26,1039.02,1041.901,612.589,273.958,Independent sampling with replacement
5,27,895.12,1041.901,612.589,273.958,Independent sampling with replacement
5,28,851.66,1041.901,612.589,273.958,Independent sampling with replacement
5,29,977.3,1041.901,612.589,273.958,Independent sampling with replacement
5,30,849.86,1041.901,612.589,273.958,Independent sampling with replacement
5,31,1344.82,1041.901,612.589,273.958,Independent sampling with replacement
5,32,983.8,1041.901,612.589,273.958,Independent sampling with replacement
5,33,987.02,1041.901,612.589,273.958,Independent sampling with replacement
5,34,873.26,1041.901,612.589,273.958,Independent sampling with replacement
5,35,1017.78,1041.901,612.589,273.958,Independent sampling with replacement
5,36,833.98,1041.901,612.589,273.958,Independent sampling with replacement
5,37,673.28,1041.901,612.589,273.958,Independent sampling with replacement
5,38,1256.48,1041.901,612.589,273.958,Independent sampling with replacement
5,39,787.94,1041.901,612.589,273.958,Independent sampling with replacement
5,40,627.58,1041.901,612.589,273.958,Independent sampling with replacement
5,41,1220.92,1041.901,612.589,273.958,Independent sampling with replacement
5,42,1056.14,1041.901,612.589,273.958,Independent sampling with replacement
5,43,852.92,1041.901,612.589,273.958,Independent sampling with replacement
5,44,809.84,1041.901,612.589,273.958,Independent sampling with replacement
5,45,911.64,1041.901,612.589,273.958,Independent sampling with replacement
5,46,1454.84,1041.901,612.589,273.958,Independent sampling with replacement
5,47,1711.74,1041.901,612.589,273.958,Independent sampling with replacement
5,48,1787.12,1041.901,612.589,273.958,Independent sampling with replacement
5,49,924.6,1041.901,612.589,273.958,Independent sampling with replacement
5,50,1017.3,1041.901,612.589,273.958,Independent sampling with replacement
5,51,849.94,1041.901,612.589,273.958,Independent sampling with replacement
5,52,904.46,1041.901,612.589,273.958,Independent sampling with replacement
5,53,595.64,1041.901,612.589,273.958,Independent sampling with replacement
5,54,1150.72,1041.901,612.589,273.958,Independent sampling with replacement
5,55,1453.98,1041.901,612.589,273.958,Independent sampling with replacement
5,56,1412.04,1041.901,612.589,273.958,Independent sampling with replacement
5,57,724.38,1041.901,612.589,273.958,Independent sampling with replacement
5,58,1419.58,1041.901,612.589,273.958,Independent sampling with replacement
5,59,1087.86,1041.901,612.589,273.958,Independent sampling with replacement
5,60,1102.78,1041.901,612.589,273.958,Independent sampling with replacement
5,61,1122.48,1041.901,612.589,273.958,Independent sampling with replacement
5,62,1042.6,1041.901,612.589,273.958,Independent sampling with replacement
5,63,775.18,1041.901,612.589,273.958,Independent sampling with replacement
5,64,812.92,1041.901,612.589,273.958,Independent sampling with replacement
5,65,1201.08,1041.901,612.589,273.958,Independent sampling with replacement
5,66,975.68,1041.901,612.589,273.958,Independent sampling with replacement
5,67,1237.6,1041.901,612.589,273.958,Independent sampling with replacement
5,68,652.7,1041.901,612.589,273.958,Independent sampling with replacement
5,69,882.44,1041.901,612.589,273.958,Independent sampling with replacement
5,70,1598.64,1041.901,612.589,273.958,Independent sampling with replacement
5,71,903.68,1041.901,612.589,273.958,Independent sampling with replacement
5,72,1418.94,1041.901,612.589,273.958,Independent sampling with replacement
5,73,1194.72,1041.901,612.589,273.958,Independent sampling with replacement
5,74,1668.18,1041.901,612.589,273.958,Independent sampling with replacement
5,75,950.12,1041.901,612.589,273.958,Independent sampling with replacement
5,76,957.88,1041.901,612.589,273.958,Independent sampling with replacement
5,77,1211.92,1041.901,612.589,273.958,Independent sampling with replacement
5,78,1377.2,1041.901,612.589,273.958,Independent sampling with replacement
5,79,492.8,1041.901,612.589,273.958,Independent sampling with replacement
5,80,655.76,1041.901,612.589,273.958,Independent sampling with replacement
5,81,1020.92,1041.901,612.589,273.958,Independent sampling with replacement
5,82,952.0,1041.901,612.589,273.958,Independent sampling with replacement
5,83,893.0,1041.901,612.589,273.958,Independent sampling with replacement
5,84,852.92,1041.901,612.589,273.958,Independent sampling with replacement
5,85,1047.4,1041.901,612.589,273.958,Independent sampling with replacement
5,86,1445.86,1041.901,612.589,273.958,Independent sampling with replacement
5,87,1255.82,1041.901,612.589,273.958,Independent sampling with replacement
5,88,701.34,1041.901,612.589,273.958,Independent sampling with replacement
5,89,955.98,1041.901,612.589,273.958,Independent sampling with replacement
5,90,1506.38,1041.901,612.589,273.958,Independent sampling with replacement
5,91,881.94,1041.901,612.589,273.958,Independent sampling with replacement
5,92,932.96,1041.901,612.589,273.958,Independent sampling with replacement
5,93,1117.48,1041.901,612.589,273.958,Independent sampling with replacement
5,94,1130.82,1041.901,612.589,273.958,Independent sampling with replacement
5,95,915.12,1041.901,612.589,273.958,Independent sampling with replacement
5,96,755.54,1041.901,612.589,273.958,Independent sampling with replacement
5,97,638.48,1041.901,612.589,273.958,Independent sampling with replacement
5,98,1534.44,1041.901,612.589,273.958,Independent sampling with replacement
5,99,833.64,1041.901,612.589,273.958,Independent sampling with replacement
5,100,1183.08,1041.901,612.589,273.958,Independent sampling with replacement
5,101,1163.04,1041.901,612.589,273.958,Independent sampling with replacement
5,102,945.76,1041.901,612.589,273.958,Independent sampling with replacement
5,103,1269.8,1041.901,612.589,273.958,Independent sampling with replacement
5,104,925.06,1041.901,612.589,273.958,Independent sampling with replacement
5,105,1022.94,1041.901,612.589,273.958,Independent sampling with replacement
5,106,694.94,1041.901,612.589,273.958,Independent sampling with replacement
5,107,691.62,1041.901,612.589,273.958,Independent sampling with replacement
5,108,1119.72,1041.901,612.589,273.958,Independent sampling with replacement
5,109,903.62,1041.901,612.589,273.958,Independent sampling with replacement
5,110,500.66,1041.901,612.589,273.958,Independent sampling with replacement
5,111,948.44,1041.901,612.589,273.958,Independent sampling with replacement
5,112,909.36,1041.901,612.589,273.958,Independent sampling with replacement
5,113,980.56,1041.901,612.589,273.958,Independent sampling with replacement
5,114,1024.74,1041.901,612.589,273.958,Independent sampling with replacement
5,115,948.68,1041.901,612.589,273.958,Independent sampling with replacement
5,116,938.08,1041.901,612.589,273.958,Independent sampling with replacement
5,117,1758.94,1041.901,612.589,273.958,Independent sampling with replacement
5,118,1034.26,1041.901,612.589,273.958,Independent sampling with replacement
5,119,1064.98,1041.901,612.589,273.958,Independent sampling with replacement
5,120,920.88,1041.901,612.589,273.958,Independent sampling with replacement
5,121,864.48,1041.901,612.589,273.958,Independent sampling with replacement
5,122,949.16,1041.901,612.589,273.958,Independent sampling with replacement
5,123,1202.28,1041.901,612.589,273.958,Independent sampling with replacement
5,124,895.68,1041.901,612.589,273.958,Independent sampling with replacement
5,125,995.1,1041.901,612.589,273.958,Independent sampling with replacement
5,126,805.9,1041.901,612.589,273.958,Independent sampling with replacement
5,127,976.74,1041.901,612.589,273.958,Independent sampling with replacement
5,128,1401.16,1041.901,612.589,273.958,Independent sampling with replacement
5,129,1326.2,1041.901,612.589,273.958,Independent sampling with replacement
5,130,785.98,1041.901,612.589,273.958,Independent sampling with replacement
5,131,932.02,1041.901,612.589,273.958,Independent sampling with replacement
5,132,667.72,1041.901,612.589,273.958,Independent sampling with replacement
5,133,1310.66,1041.901,612.589,273.958,Independent sampling with replacement
5,134,1166.82,1041.901,612.589,273.958,Independent sampling with replacement
5,135,843.98,1041.901,612.589,273.958,Independent sampling with replacement
5,136,1288.88,1041.901,612.589,273.958,Independent sampling with replacement
5,137,845.56,1041.901,612.589,273.958,Independent sampling with replacement
